CUST_CODE,TOTAL_SPEND,AVG_MONTHLY_SPEND,STD_MONTHLY_SPEND,TOTAL_VISIT,AVG_MONTHLY_VISIT,STD_MONTHLY_VISIT,MODE_BASKET_SIZE,CUST_LIFETIME,DURATION_FROM_FIRST_PURCHASE,DURATION_FROM_LAST_PURCHASE
CUST0000005053,43.96,2.7475000000000005,2.8206504125821761,4,1.0,0.0,1,461,818,357
CUST0000005054,480.36000000000053,13.343333333333335,10.679529744120552,8,1.3333333333333337,0.74535599249992956,3,748,769,21
CUST0000005057,409.95999999999992,25.6225,3.9465324970155753,4,1.0,0.0,3,546,634,88
CUST0000005207,15.880000000000003,3.97,2.2600000000000002,2,1.0,0.0,2,96,476,380
CUST0000005551,73.759999999999991,18.44,5.0700000000000038,2,1.0,0.0,3,344,638,294
CUST0000005626,0.7,0.7,0.0,1,1.0,0.0,1,0,713,713
CUST0000006052,0.53,0.53,0.0,1,1.0,0.0,1,0,558,558
CUST0000006087,6.35,6.35,0.0,1,1.0,0.0,3,0,617,617
CUST0000006193,48.929999999999978,5.4366666666666692,2.0298002091065244,4,1.3333333333333337,0.47140452079103168,2,266,505,239
CUST0000006298,13.62,13.62,0.0,1,1.0,0.0,2,0,126,126
CUST0000006485,6.49,6.49,0.0,1,1.0,0.0,2,0,142,142
CUST0000006617,65.97,65.97,0.0,1,1.0,0.0,3,0,570,570
CUST0000006666,342.12000000000006,9.5033333333333463,12.043807076206798,7,1.1666666666666672,0.37267799624996495,3,686,734,48
CUST0000007392,514.79999999999984,14.299999999999994,7.65241356261757,8,1.3333333333333335,0.74535599249993,3,704,735,31
CUST0000007429,1.5,1.5,0.0,1,1.0,0.0,2,0,238,238
CUST0000007501,2485.0100000000029,6.8836842105263152,5.3696664706050576,34,1.7894736842105259,1.1040093138633182,2,787,797,10
CUST0000007712,848.51999999999657,10.475555555555559,11.951141378417107,10,1.1111111111111114,0.31426968052735438,3,604,639,35
CUST0000007759,24.449999999999992,2.7166666666666668,0.32293790252754317,3,1.0,0.0,1,414,596,182
CUST0000007860,53866.3400000003,111.29409090909076,81.155309279021125,44,1.9999999999999833,1.2431631210161218,3,703,713,10
CUST0000007939,615.94999999999982,24.638000000000016,12.158332780443217,10,1.9999999999999998,0.6324555320336761,3,761,768,7
CUST0000007960,46.040000000000006,46.040000000000006,0.0,2,2.0,0.0,3,21,118,97
CUST0000007993,0.67,0.67,0.0,1,1.0,0.0,1,0,477,477
CUST0000008005,200.27999999999997,5.5633333333333308,5.9786527653718826,8,1.3333333333333335,0.47140452079103173,2,189,195,6
CUST0000008415,122242.11999999323,155.92107142856946,42.092497748520422,378,13.499999999999872,3.8219292061919452,3,815,816,1
CUST0000009065,1.6700000000000002,1.6700000000000002,0.0,1,1.0,0.0,1,0,242,242
CUST0000009237,25.879999999999995,1.6175,0.846533372053341,4,1.0,0.0,1,455,790,335
CUST0000009369,0.4,0.4,0.0,1,1.0,0.0,1,0,180,180
CUST0000009685,0.45999999999999996,0.45999999999999996,0.0,1,1.0,0.0,1,0,438,438
CUST0000009836,10.0,10.0,0.0,1,1.0,0.0,2,0,686,686
CUST0000009859,47348.549999998439,64.950000000000145,36.2890173162319,104,3.8518518518518432,2.0129893691409122,3,774,774,0
CUST0000010267,304.34999999999951,33.816666666666684,18.43191676292934,3,1.0,0.0,3,663,748,85
CUST0000010402,1.81,1.81,0.0,1,1.0,0.0,1,0,737,737
CUST0000010500,2.27,2.27,0.0,1,1.0,0.0,1,0,711,711
CUST0000011068,7.42,7.42,0.0,1,1.0,0.0,2,0,117,117
CUST0000011075,26423.550000000258,36.246296296296279,18.797128848556753,137,5.0740740740740735,1.9037181149476168,3,803,817,14
CUST0000011121,159.88000000000088,0.81571428571428606,0.416339735684938,19,1.357142857142857,0.4791574237499549,1,620,700,80
CUST0000011202,625.49999999999977,156.37499999999994,45.704999999999949,3,1.5,0.5,3,123,200,77
CUST0000011284,38.239999999999988,2.39,0.83138438763306122,4,1.0,0.0,1,367,456,89
CUST0000011592,66949.470000000016,91.837407407407071,29.504683318465023,191,7.0740740740740691,2.2595628211362428,3,808,818,10
CUST0000011715,0.98,0.98,0.0,1,1.0,0.0,1,0,512,512
CUST0000012035,28.150000000000006,28.150000000000006,0.0,3,3.0,0.0,2,6,537,531
CUST0000012198,22.290000000000003,2.476666666666667,1.6356921742457806,5,1.6666666666666665,0.47140452079103168,2,342,645,303
CUST0000012241,13.74,1.5266666666666664,0.655252283899534,4,1.3333333333333337,0.47140452079103168,2,601,674,73
CUST0000012331,0.39,0.39,0.0,1,1.0,0.0,1,0,359,359
CUST0000012587,23.039999999999996,2.5599999999999996,3.3310358749193916,3,1.0,0.0,3,204,750,546
CUST0000012784,32665.799999998828,81.664499999999791,37.518660087348458,39,1.9499999999999968,0.97339611669659054,3,793,794,1
CUST0000013258,1241.5100000000057,4.29588235294118,3.3188003835963333,26,1.5294117647058809,1.0356951095093541,2,771,798,27
CUST0000013748,34.960000000000015,8.74,2.7099999999999995,2,1.0,0.0,2,537,818,281
CUST0000015258,0.68,0.68,0.0,1,1.0,0.0,1,0,712,712
CUST0000015814,10.440000000000001,0.65250000000000008,0.558586385440963,4,1.0,0.0,1,322,797,475
CUST0000015935,1108.799999999994,11.088,10.0164951954264,19,1.9,1.513274595042156,3,794,806,12
CUST0000016396,0.04,0.01,0.0,2,1.0,0.0,1,109,362,253
CUST0000016404,32542.199999998986,81.355500000000518,56.1130259810502,81,4.0500000000000007,2.438749679651437,3,585,591,6
CUST0000016542,5.3999999999999995,0.6,0.3840138886377244,3,1.0,0.0,1,572,802,230
CUST0000016683,9.3,9.3,0.0,1,1.0,0.0,2,0,107,107
CUST0000016697,533.1599999999994,14.809999999999993,7.2343278886155,7,1.1666666666666679,0.37267799624996478,3,478,715,237
CUST0000016789,1.44,1.44,0.0,1,1.0,0.0,1,0,132,132
CUST0000017137,1014.9,10.149000000000001,8.8265219084302924,13,1.3,0.6403124237432849,2,740,743,3
CUST0000017325,76079.639999986757,112.5438461538465,58.226764535598264,174,6.692307692307657,3.2077937633835338,3,804,804,0
CUST0000017365,22.169999999999991,2.4633333333333325,0.441235638733873,3,1.0,0.0,2,488,756,268
CUST0000017569,3.6899999999999995,3.6899999999999995,0.0,1,1.0,0.0,2,0,144,144
CUST0000017570,2105.0500000000065,84.201999999999956,44.818821225016627,6,1.2000000000000002,0.39999999999999986,3,571,777,206
CUST0000017629,53502.239999998579,92.8858333333333,58.367808830200993,62,2.5833333333333282,1.5523280008497617,3,817,818,1
CUST0000017822,11.48,11.48,0.0,1,1.0,0.0,2,0,596,596
CUST0000018220,531.0,3.6874999999999987,3.8296673593581643,13,1.0833333333333335,0.27638539919628335,1,730,743,13
CUST0000018427,5.42,5.42,0.0,1,1.0,0.0,2,0,419,419
CUST0000018464,41.399999999999977,2.5875,1.6812551115163936,5,1.2500000000000002,0.43301270189221935,2,332,432,100
CUST0000018509,49.85,49.85,0.0,1,1.0,0.0,3,0,133,133
CUST0000018686,52124.249999997424,83.398799999999937,63.6911483532839,218,8.7199999999999651,5.1109294653712336,3,810,818,8
CUST0000018748,0.51,0.51,0.0,1,1.0,0.0,1,0,339,339
CUST0000018908,194.54999999999978,7.7820000000000027,6.2307476276928426,6,1.2000000000000006,0.4,1,401,537,136
CUST0000019198,1539.7000000000019,15.397000000000002,14.523892763305568,10,1.0,0.0,3,797,813,16
CUST0000019311,16.439999999999998,4.11,0.0,2,1.0,0.0,2,42,129,87
CUST0000019732,2228.5800000000022,27.51333333333335,16.694864147062965,16,1.7777777777777759,1.3146843962443588,3,476,510,34
CUST0000019742,10.14,10.14,0.0,2,2.0,0.0,2,2,447,445
CUST0000019765,9.48,9.48,0.0,1,1.0,0.0,2,0,329,329
CUST0000019909,2.66,2.66,0.0,1,1.0,0.0,1,0,423,423
CUST0000020205,0.39,0.39,0.0,1,1.0,0.0,1,0,310,310
CUST0000020366,50158.560000003556,87.080833333333345,90.05503849112992,204,8.4999999999999378,7.9372539331937544,3,817,818,1
CUST0000020400,2.55,2.55,0.0,1,1.0,0.0,2,0,724,724
CUST0000020590,63.839999999999989,3.9900000000000011,3.5808378907736103,5,1.2500000000000002,0.43301270189221941,1,295,675,380
CUST0000020599,0.27,0.27,0.0,1,1.0,0.0,1,0,521,521
CUST0000021161,32786.029999999766,113.44647058823527,41.907487459764418,52,3.0588235294117587,1.0555504967603782,3,802,813,11
CUST0000021218,48245.959999996543,61.538214285714496,27.583345396086319,214,7.6428571428571273,1.9126325484279809,2,812,813,1
CUST0000022116,619.57999999999913,3.666153846153847,3.4640361928770509,20,1.5384615384615397,0.84265008846948619,2,620,711,91
CUST0000022350,0.97,0.97,0.0,1,1.0,0.0,1,0,682,682
CUST0000022672,4411.3299999999754,36.457272727272709,25.577819613844088,23,2.0909090909090988,1.6211413181933656,3,624,740,116
CUST0000022777,5.2200000000000006,5.2200000000000006,0.0,2,2.0,0.0,2,1,195,194
CUST0000023030,9.879999999999999,9.879999999999999,0.0,1,1.0,0.0,2,0,358,358
CUST0000023116,8.28,2.07,1.0299999999999998,2,1.0,0.0,2,210,597,387
CUST0000023615,45.210000000000008,45.210000000000008,0.0,1,1.0,0.0,3,0,814,814
CUST0000023622,4.86,4.86,0.0,1,1.0,0.0,2,0,360,360
CUST0000023689,19.88,19.88,0.0,2,2.0,0.0,3,25,124,99
CUST0000024062,94.4,94.4,0.0,1,1.0,0.0,3,0,302,302
CUST0000024174,83.07999999999997,5.1924999999999981,2.8090156193940965,4,1.0,0.0,2,408,480,72
CUST0000024931,0.95,0.95,0.0,1,1.0,0.0,1,0,590,590
CUST0000025370,49.839999999999989,12.459999999999999,11.35,2,1.0,0.0,3,49,229,180
CUST0000025691,92.080000000000027,23.019999999999996,20.149999999999995,3,1.5,0.5,3,46,151,105
CUST0000025746,153.26999999999995,17.030000000000005,11.249435541394957,8,2.6666666666666661,1.247219128924647,2,362,475,113
CUST0000025794,28.259999999999991,3.14,3.0405591591021546,3,1.0,0.0,2,596,663,67
CUST0000025985,0.98,0.98,0.0,1,1.0,0.0,1,0,323,323
CUST0000026017,2.0300000000000002,2.0300000000000002,0.0,1,1.0,0.0,2,0,101,101
CUST0000026353,117.65000000000009,4.7059999999999995,1.6513218947255559,5,1.0,0.0,2,606,621,15
CUST0000026371,551.03999999999951,34.440000000000005,13.814926709903318,4,1.0,0.0,3,80,403,323
CUST0000026502,9.9,9.9,0.0,1,1.0,0.0,1,0,464,464
CUST0000026564,20.38,20.38,0.0,1,1.0,0.0,1,0,391,391
CUST0000026634,33.960000000000008,8.4899999999999984,3.839999999999999,2,1.0,0.0,2,340,734,394
CUST0000027108,61.440000000000033,15.360000000000001,0.0,2,1.0,0.0,3,205,256,51
CUST0000027176,1.11,1.11,0.0,1,1.0,0.0,1,0,139,139
CUST0000027496,6.7599999999999989,1.69,0.0,2,1.0,0.0,1,266,348,82
CUST0000028147,2470.20000000001,24.702,30.046359113876036,29,2.8999999999999968,2.3430749027719973,2,714,804,90
CUST0000028248,26.600000000000005,6.65,2.78,3,1.5,0.5,2,55,406,351
CUST0000028322,998.999999999998,9.99,7.9675328678330519,35,3.5000000000000022,2.291287847477919,2,273,285,12
CUST0000028555,88105.31999998026,120.85777777777739,51.243440579932972,117,4.3333333333333695,1.4907119849998554,3,806,808,2
CUST0000028656,88.469999999999928,9.83,6.9437885912518951,3,1.0,0.0,3,242,324,82
CUST0000028714,2.09,2.09,0.0,1,1.0,0.0,2,0,296,296
CUST0000028817,16.720000000000002,4.18,0.0,2,1.0,0.0,2,641,672,31
CUST0000028958,1.99,1.99,0.0,1,1.0,0.0,1,0,802,802
CUST0000029089,7664.6400000001049,29.939999999999987,29.355150101813468,28,1.7499999999999989,0.96824583655185414,3,663,716,53
CUST0000029230,2.39,2.39,0.0,1,1.0,0.0,1,0,273,273
CUST0000029792,269.27999999999957,2.2254545454545438,2.3951973296440281,14,1.2727272727272738,0.44536177141512334,1,726,730,4
CUST0000030075,7.2400000000000011,1.81,0.24999999999999997,3,1.5,0.5,1,510,526,16
CUST0000030095,449.72999999999956,5.5522222222222224,6.6004625726413675,10,1.1111111111111109,0.31426968052735443,2,596,600,4
CUST0000030542,9.15,9.15,0.0,1,1.0,0.0,2,0,393,393
CUST0000030592,65.48,16.369999999999997,12.809999999999999,3,1.5,0.5,3,149,200,51
CUST0000030719,598.4,9.3500000000000014,7.8306066176254809,10,1.2500000000000004,0.43301270189221946,2,382,562,180
CUST0000030827,51.519999999999989,51.519999999999989,0.0,1,1.0,0.0,3,0,569,569
CUST0000031233,1508.9999999999948,6.7066666666666634,3.7926554754624826,26,1.7333333333333334,1.0624918300339483,2,783,784,1
CUST0000031316,73.049999999999983,8.1166666666666671,6.2877941724865281,3,1.0,0.0,1,143,756,613
CUST0000031779,1887.450000000011,8.3886666666666585,8.6857422378414118,27,1.7999999999999978,0.83266639978645229,2,796,810,14
CUST0000031949,4.32,1.08,0.0,2,1.0,0.0,1,286,313,27
CUST0000032037,48118.460000003448,71.181153846154146,35.190044191604883,121,4.6538461538461728,1.9002491272362541,3,795,817,22
CUST0000032179,734.80000000000143,7.348,6.1152641807202377,12,1.2000000000000002,0.39999999999999986,2,775,788,13
CUST0000032358,29.199999999999996,1.8250000000000002,2.1510636903634448,5,1.2500000000000004,0.4330127018922193,1,506,714,208
CUST0000033021,3734.6399999999962,19.054285714285761,16.202833841331461,26,1.857142857142857,0.83299312783504353,3,661,673,12
CUST0000033991,0.43,0.43,0.0,1,1.0,0.0,1,0,201,201
CUST0000034324,1.06,1.06,0.0,1,1.0,0.0,1,0,620,620
CUST0000034400,24.469999999999995,24.469999999999995,0.0,1,1.0,0.0,3,0,99,99
CUST0000034413,37.980000000000018,1.0549999999999997,0.81761339682435885,6,1.0,0.0,1,582,602,20
CUST0000034506,1.67,1.67,0.0,1,1.0,0.0,1,0,501,501
CUST0000034681,137.65000000000006,5.506,4.0590718150828522,6,1.2000000000000004,0.4,2,297,337,40
CUST0000035164,238.10999999999979,26.456666666666663,16.353022826240885,3,1.0,0.0,3,647,722,75
CUST0000035234,81.060000000000016,9.0066666666666659,7.0819316260152894,4,1.3333333333333335,0.47140452079103168,2,559,568,9
CUST0000035243,99.09999999999998,3.964,3.8689667871409794,6,1.2000000000000006,0.39999999999999991,2,543,655,112
CUST0000035278,149.73000000000002,16.636666666666663,10.512320813640008,3,1.0,0.0,3,508,585,77
CUST0000035553,0.86,0.86,0.0,1,1.0,0.0,1,0,763,763
CUST0000035601,61.199999999999989,6.8000000000000007,3.8466608896548187,3,1.0,0.0,1,246,806,560
CUST0000035890,9708.4500000004609,43.148666666666763,43.216572263683979,84,5.6,3.4215006454283565,3,448,456,8
CUST0000036012,46.199999999999989,1.2833333333333332,0.42401519888901251,6,1.0,0.0,1,604,636,32
CUST0000036040,96.199999999999989,24.049999999999997,16.599999999999998,2,1.0,0.0,3,375,565,190
CUST0000036136,50463.539999992565,69.2229629629628,24.950296044382583,202,7.4814814814814614,1.6858972854431233,3,810,816,6
CUST0000036162,11.400000000000004,2.85,0.0,2,1.0,0.0,2,187,264,77
CUST0000036238,150.3600000000001,37.589999999999996,11.239999999999995,2,1.0,0.0,3,170,774,604
CUST0000036387,3175.49999999998,14.113333333333346,14.808609057646915,39,2.5999999999999956,1.6248076809271914,3,801,815,14
CUST0000036436,14.129999999999999,1.57,0.77888809636986156,3,1.0,0.0,2,346,641,295
CUST0000036480,0.21,0.21,0.0,1,1.0,0.0,1,0,366,366
CUST0000036498,30.659999999999982,3.4066666666666663,0.023570226039551476,3,1.0,0.0,2,772,778,6
CUST0000036515,35.610000000000007,3.956666666666667,2.68229172330097,3,1.0,0.0,2,523,556,33
CUST0000037123,71802.640000007988,91.5850000000002,41.263923840496254,210,7.4999999999999973,2.3829753310874593,3,814,817,3
CUST0000037313,8350.7999999999884,20.877000000000031,19.069810460515857,39,1.9499999999999977,0.86458082328952868,3,761,779,18
CUST0000037610,160.81999999999971,1.3290909090909098,1.16617053598874,16,1.4545454545454553,0.65555477735708922,1,784,791,7
CUST0000037721,4.4,1.1,0.0,2,1.0,0.0,1,273,346,73
CUST0000038176,261.04000000000008,4.0787499999999985,1.3385293935883515,10,1.2500000000000009,0.43301270189221935,2,332,768,436
CUST0000038406,41.36,41.36,0.0,1,1.0,0.0,3,0,324,324
CUST0000038488,35.100000000000023,0.97499999999999987,0.39760742783135561,7,1.166666666666667,0.37267799624996495,1,494,533,39
CUST0000038525,1.75,1.75,0.0,1,1.0,0.0,1,0,496,496
CUST0000038546,18968.94000000033,65.63647058823517,50.1692355862431,23,1.3529411764705879,0.58823529411764752,3,773,781,8
CUST0000038615,1.81,1.81,0.0,1,1.0,0.0,2,0,711,711
CUST0000038693,550.8,22.032,17.176201442693902,17,3.4000000000000004,2.7276363393971703,3,148,166,18
CUST0000038720,357.99999999999955,14.319999999999997,9.53086984487775,6,1.2,0.4,3,733,745,12
CUST0000039309,283.13999999999965,31.460000000000012,8.4838316814986374,4,1.3333333333333328,0.47140452079103151,3,219,221,2
CUST0000039707,2.74,0.685,0.42500000000000004,2,1.0,0.0,1,124,386,262
CUST0000039796,134.35999999999996,33.59,0.0,2,1.0,0.0,3,247,322,75
CUST0000040225,7.6800000000000006,1.92,0.16999999999999993,2,1.0,0.0,2,103,673,570
CUST0000040396,86.999999999999986,3.48,4.250971653634025,5,1.0,0.0,3,268,310,42
CUST0000040513,2.32,0.58000000000000007,0.0,2,1.0,0.0,1,475,501,26
CUST0000040538,0.86,0.86,0.0,1,1.0,0.0,1,0,137,137
CUST0000040677,110478.05999998962,151.547407407405,72.727598643084562,221,8.1851851851853255,2.867920101126801,3,813,815,2
CUST0000040739,44.519999999999982,4.9466666666666663,4.5828254264033328,3,1.0,0.0,3,417,723,306
CUST0000040781,0.01,0.01,0.0,1,1.0,0.0,1,0,380,380
CUST0000040844,902.79999999999859,14.106250000000012,9.9706806907803411,22,2.7500000000000013,1.71391365010026,2,806,815,9
CUST0000040955,950.879999999999,14.85749999999998,9.3537809868523176,29,3.625,2.0577597041442912,2,800,814,14
CUST0000041050,60229.399999997433,76.823214285713689,33.927902871232746,212,7.5714285714285641,2.0603150145508473,3,815,815,0
CUST0000041078,1210.5999999999951,12.105999999999995,15.159701316318863,19,1.8999999999999986,1.1357816691600544,2,541,561,20
CUST0000041090,4048.7399999999907,12.496111111111114,15.66479461825463,27,1.5000000000000024,0.687184270936277,2,761,796,35
CUST0000041470,414.60000000000031,46.06666666666667,24.999781776825344,4,1.3333333333333339,0.47140452079103168,3,326,663,337
CUST0000041672,38.650000000000013,1.546,1.6213771923892355,5,1.0,0.0,1,460,773,313
CUST0000041700,3545.2799999999988,24.62000000000004,26.53260415664727,22,1.8333333333333317,1.280190957978101,3,725,762,37
CUST0000041895,2.03,2.03,0.0,1,1.0,0.0,1,0,604,604
CUST0000042176,599.68999999999835,3.5484615384615368,2.3580854233689941,18,1.3846153846153837,0.62492603112584288,2,763,815,52
CUST0000042205,0.25,0.25,0.0,1,1.0,0.0,1,0,261,261
CUST0000042411,21.97,21.97,0.0,1,1.0,0.0,2,0,261,261
CUST0000042816,4.5,4.5,0.0,1,1.0,0.0,2,0,734,734
CUST0000042901,46.570000000000007,46.570000000000007,0.0,1,1.0,0.0,3,0,676,676
CUST0000043221,15.140000000000002,15.140000000000002,0.0,1,1.0,0.0,3,0,310,310
CUST0000043264,399.8400000000002,11.106666666666662,6.5052457464896918,10,1.6666666666666654,0.7453559924999299,2,302,604,302
CUST0000043270,2.38,2.38,0.0,1,1.0,0.0,1,0,706,706
CUST0000043394,10616.640000000054,18.431666666666747,19.2296174920067,62,2.5833333333333446,1.3202482931462369,2,755,761,6
CUST0000043443,4.62,4.62,0.0,2,2.0,0.0,2,0,762,762
CUST0000043541,2431.6599999999808,20.096363636363652,29.649455390591516,17,1.5454545454545452,1.1570838237598051,3,642,724,82
CUST0000043884,44.56,2.7850000000000006,1.6326741867255696,5,1.2500000000000002,0.43301270189221941,1,258,443,185
CUST0000044051,30788.099999999515,42.233333333333441,28.401569987903489,78,2.8888888888888777,1.3425606637327323,3,812,815,3
CUST0000044200,159.35000000000008,6.3740000000000006,3.3661229924053564,6,1.2000000000000002,0.4,2,681,749,68
CUST0000044205,4.46,4.46,0.0,1,1.0,0.0,2,0,817,817
CUST0000044358,9.120000000000001,2.2800000000000002,1.16,3,1.5,0.5,1,89,367,278
CUST0000044592,5.2,1.3,0.0,2,1.0,0.0,1,261,330,69
CUST0000044690,11.099999999999998,2.7749999999999995,2.425,5,2.5,1.5,1,30,703,673
CUST0000044707,1921.6000000000038,7.50625,8.9583396027109856,37,2.3124999999999991,1.5699820858850588,2,736,743,7
CUST0000044737,43591.239999996855,55.601071428571686,18.027998331818239,266,9.4999999999999538,2.3375811674219418,3,816,816,0
CUST0000044880,42761.460000000749,96.964761904762071,55.330807626153046,43,2.0476190476190683,0.89847439352920089,3,787,797,10
CUST0000044976,1210.9300000000014,24.712857142857121,28.431264337639547,12,1.7142857142857142,0.69985421222376487,3,699,717,18
CUST0000045324,6.69,6.69,0.0,2,2.0,0.0,2,1,617,616
CUST0000045491,322.32000000000045,8.9533333333333314,6.0690187748011546,6,1.0,0.0,3,673,739,66
CUST0000045545,4726.9599999999455,24.11714285714282,19.570448359186663,19,1.3571428571428539,0.61028598180839466,3,727,739,12
CUST0000045573,2.68,0.67,0.0,2,1.0,0.0,1,416,437,21
CUST0000045579,4.7999999999999989,4.7999999999999989,0.0,2,2.0,0.0,2,0,398,398
CUST0000046385,6.4400000000000013,6.4400000000000013,0.0,1,1.0,0.0,3,0,636,636
CUST0000046443,11.73,11.73,0.0,1,1.0,0.0,1,0,217,217
CUST0000046733,8.2399999999999984,2.06,0.0,2,1.0,0.0,2,68,149,81
CUST0000046863,0.33,0.33,0.0,1,1.0,0.0,1,0,552,552
CUST0000046978,3654.7200000000043,45.119999999999969,16.623189959945851,16,1.7777777777777781,0.78567420131838572,3,681,704,23
CUST0000047082,2185.1199999999981,11.148571428571431,7.20281081755375,24,1.7142857142857151,0.880630571852711,2,732,755,23
CUST0000047482,39.11999999999999,9.78,8.9,3,1.5,0.5,1,118,678,560
CUST0000047511,36.000000000000007,9.0,7.37,3,1.5,0.49999999999999994,2,377,658,281
CUST0000047700,974.11999999999853,19.88,22.605807724059385,9,1.2857142857142863,0.45175395145262554,3,814,818,4
CUST0000047918,6.55,6.55,0.0,1,1.0,0.0,1,0,479,479
CUST0000048395,14578.000000000784,36.444999999999851,20.926314176175424,46,2.2999999999999967,1.0535653752852698,3,598,600,2
CUST0000048428,1806.590000000004,6.2511764705882422,4.913480714683228,30,1.7647058823529416,0.87645084857360833,2,770,807,37
CUST0000048452,1.54,1.54,0.0,1,1.0,0.0,1,0,746,746
CUST0000048521,6446.1600000000826,14.617142857142829,19.256601129867914,42,2.0000000000000053,1.1126972805283732,2,743,771,28
CUST0000048640,31.699999999999996,1.268,1.009463223698615,5,1.0,0.0,1,260,274,14
CUST0000048792,2461.5000000000014,7.5972222222222259,4.5772187158622337,45,2.4999999999999991,1.21335164821342,2,681,688,7
CUST0000048934,38.980000000000004,38.980000000000004,0.0,2,2.0,0.0,3,0,302,302
CUST0000048955,63.550000000000011,2.5420000000000003,0.978476366602689,7,1.3999999999999997,0.48989794855663554,1,708,729,21
CUST0000049077,54914.760000003313,75.3288888888894,50.4119823596743,93,3.4444444444444264,1.9499920860871358,3,810,815,5
CUST0000049295,12.86,3.215,2.6549999999999994,2,1.0,0.0,1,73,681,608
CUST0000049509,13.36,3.34,0.56999999999999984,2,1.0,0.0,2,132,594,462
CUST0000049579,3.19,3.19,0.0,1,1.0,0.0,2,0,734,734
CUST0000049604,0.86,0.86,0.0,2,2.0,0.0,1,3,431,428
CUST0000049643,1651.1999999999994,16.511999999999993,13.321655903077513,11,1.1000000000000008,0.30000000000000004,3,771,814,43
CUST0000049674,10095.199999999637,25.238000000000035,28.894143108941581,37,1.8500000000000016,1.194780314534853,3,758,804,46
CUST0000049894,1007.4999999999978,10.075000000000006,6.10537509085232,14,1.3999999999999992,0.91651513899116821,2,498,584,86
CUST0000050087,36.740000000000009,9.185,1.2349999999999997,2,1.0,0.0,3,457,803,346
CUST0000050264,417.12000000000006,26.070000000000014,16.13737742013862,4,1.0,0.0,3,458,491,33
CUST0000050375,21.52,21.52,0.0,1,1.0,0.0,3,0,354,354
CUST0000050605,44.460000000000015,11.114999999999998,9.7049999999999983,2,1.0,0.0,3,356,754,398
CUST0000050780,22.96,5.74,2.7900000000000009,2,1.0,0.0,2,330,500,170
CUST0000051508,4.12,4.12,0.0,1,1.0,0.0,2,0,525,525
CUST0000051551,25.11,2.79,1.4476878116500118,3,1.0,0.0,2,471,786,315
CUST0000051582,10.790000000000001,10.790000000000001,0.0,1,1.0,0.0,2,0,747,747
CUST0000051723,10.82,2.705,0.595,2,1.0,0.0,1,120,483,363
CUST0000051729,0.96,0.24,0.030000000000000013,2,1.0,0.0,1,38,772,734
CUST0000051771,72.299999999999969,2.892,1.3284336641323122,6,1.2000000000000006,0.4,1,733,771,38
CUST0000052194,136.97999999999993,3.8049999999999988,2.3698013278191348,9,1.4999999999999996,0.49999999999999994,2,182,806,624
CUST0000052250,29.5,7.375,4.405,2,1.0,0.0,2,30,188,158
CUST0000052603,366.12000000000035,4.5200000000000014,2.8350818134383506,10,1.1111111111111114,0.31426968052735449,2,720,750,30
